127.0.0.1 - - [04/Jan/2021:14:06:40 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:42 +0900] "GET /matjib/index.jsp HTTP/1.1" 200 248
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:42 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:44 +0900] "GET /matjib/main/template.html;jsessionid=E9E4D19B27F9CDCC69B87893BF53E7BD HTTP/1.1" 200 6181
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:44 +0900] "GET /matjib/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:44 +0900] "GET /matjib/css/resetCss.css HTTP/1.1" 200 1237
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:45 +0900] "GET /matjib/img/logo_gray.jpg HTTP/1.1" 200 8057
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:45 +0900] "GET /matjib/img/slide3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:45 +0900] "GET /matjib/img/slide1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:45 +0900] "GET /matjib/img/slide-1-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:49 +0900] "GET /matjib/login/login.html HTTP/1.1" 200 6199
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:50 +0900] "GET /matjib/css/banner.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:50 +0900] "GET /matjib/css/loginForm.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:50 +0900] "GET /matjib/img/loginTheme.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jan/2021:14:06:50 +0900] "GET /matjib/img/img_avatar2.png HTTP/1.1" 304 -
